Geneid	C2_1Aligned.sortedByCoord.out.markDups	C1_1Aligned.sortedByCoord.out.markDups	K2_1Aligned.sortedByCoord.out.markDups	K1_1Aligned.sortedByCoord.out.markDups	C3_1Aligned.sortedByCoord.out.markDups	K3_1Aligned.sortedByCoord.out.markDups
SPANXA1	0	0	0	0	0	0
SPANXA2	0	0	0	0	0	0
SPANXB1	0	0	0	2	0	0
SPANXC	0	0	0	0	0	0
SPANXD	0	0	0	0	0	0
SPANXN1	0	0	0	0	0	0
SPANXN2	0	0	0	0	0	0
SPANXN3	0	0	0	0	0	0
SPANXN4	0	0	0	0	0	0
SPANXN5	0	0	0	0	0	0
SPARC	32	21	42	22	38	66
SPARCL1	0	0	0	0	0	0
SPAST	383	527	484	595	447	854
SPATA1	14	13	16	15	14	32
SPATA12	1	0	1	0	1	5
SPATA13	436	355	312	408	415	685
SPATA16	4	0	2	1	0	0
SPATA17	2	2	2	3	2	3
SPATA18	0	0	0	2	0	0
SPATA19	0	0	0	0	0	0
SPATA2	247	226	215	287	308	413
SPATA20	695	548	549	751	656	1186
SPATA21	8	5	11	6	7	13
SPATA22	0	0	0	0	0	0
SPATA24	56	71	58	63	59	89
SPATA25	13	7	20	13	19	25
SPATA2L	124	144	172	176	142	248
SPATA3	0	0	0	0	0	0
SPATA31A1	0	0	0	0	0	0
SPATA31A3	0	0	0	0	0	0
SPATA31A5	0	0	0	0	0	0
SPATA31A6	0	0	0	0	0	0
SPATA31A7	0	0	0	0	0	0
SPATA31D1	0	0	0	0	0	0
SPATA31D3	0	0	0	0	0	0
SPATA31D4	0	0	0	0	0	0
SPATA31E1	0	0	0	0	0	0
SPATA32	0	0	0	1	6	4
SPATA33	234	212	185	309	209	384
SPATA4	0	0	0	0	0	0
SPATA45	2	0	1	1	2	0
SPATA46	0	0	0	0	0	0
SPATA5	187	198	156	279	243	426
SPATA5L1	449	464	464	642	437	840
SPATA6	0	0	0	2	0	0
SPATA6L	0	2	0	3	4	6
SPATA7	124	151	87	168	139	211
SPATA8	0	0	0	0	0	0
SPATA9	26	12	19	24	21	34
SPATC1	16	7	11	12	12	33
SPATC1L	943	959	567	820	940	995
SPATS1	0	0	0	0	0	0
SPATS2	435	475	364	503	490	691
SPATS2L	650	765	542	692	672	890
SPC24	760	699	620	760	920	1017
SPC25	206	241	150	259	212	306
SPCS1	2015	2099	1733	2480	2101	2729
SPCS2	1010	1170	977	1443	1040	1527
SPCS3	2194	2621	2411	3165	2666	4150
SPDEF	0	1	0	1	0	0
SPDL1	773	842	640	1009	682	1188
SPDYA	5	6	4	9	15	2
SPDYC	0	0	0	0	0	0
SPDYE1	1	0	0	0	0	0
SPDYE16	1	2	0	0	0	0
SPDYE2	0	0	0	0	0	0
SPDYE2B	0	0	0	0	0	0
SPDYE3	4	2	2	0	4	4
SPDYE4	0	0	0	0	0	0
SPDYE5	0	0	1	0	0	2
SPDYE6	0	0	0	0	0	0
SPECC1	931	948	1002	1169	1144	1574
SPECC1L	532	496	479	618	610	828
SPECC1L-ADORA2A	0	0	0	0	0	1
SPEF1	1	4	0	0	3	2
SPEF2	29	14	11	28	17	66
SPEG	7	7	3	18	7	8
SPEM1	0	0	0	0	0	0
SPEN	2269	2079	2141	2256	2864	3937
SPERT	0	0	0	0	0	2
SPESP1	0	0	1	0	0	0
SPG11	1132	1090	1016	1312	1188	2131
SPG20	1778	1815	2180	2559	2245	4056
SPG21	1627	1539	1655	2090	1753	2826
SPG7	3187	2311	2253	2898	3439	4684
SPHAR	0	0	0	0	0	0
SPHK1	1173	988	1214	1289	1266	1745
SPHK2	452	437	483	559	518	827
SPHKAP	0	0	0	0	0	0
SPI1	6713	6240	6636	6637	7105	10417
SPIB	45	38	33	52	45	47
SPIC	0	0	0	0	1	0
SPICE1	322	310	244	412	307	583
SPIDR	843	784	725	889	880	1388
SPIN1	955	1027	970	1312	1124	1736
SPIN2A	0	0	0	0	0	0
SPIN2B	72	92	61	78	90	138
SPIN3	0	0	0	0	0	0
SPIN4	405	436	361	500	369	700
SPINK1	0	0	0	0	0	1
SPINK13	0	0	0	0	0	0
SPINK14	0	0	0	0	0	0
SPINK2	0	0	0	0	0	0
SPINK4	0	0	0	0	0	0
SPINK5	0	0	0	2	0	0
SPINK6	0	0	0	0	0	0
SPINK7	0	0	0	0	0	0
SPINK8	0	0	0	0	1	0
SPINK9	0	0	0	0	0	0
SPINT1	106	95	106	171	88	228
SPINT2	17	21	28	23	17	41
SPINT3	0	0	0	0	0	0
SPINT4	0	0	0	0	0	0
SPIRE1	14	12	23	15	9	35
SPIRE2	70	64	42	74	68	104
SPN	7542	7844	6420	7065	9347	10585
SPNS1	1333	1125	1375	1358	1488	2053
SPNS2	1951	2054	1493	1815	1865	2107
SPNS3	2502	2148	1972	2406	2822	3582
SPO11	0	0	0	0	0	0
SPOCD1	28	20	61	38	29	62
SPOCK1	14	8	9	21	20	36
SPOCK2	41	32	16	39	33	54
SPOCK3	1	0	1	0	1	1
SPON1	0	0	0	0	1	2
SPON2	1087	683	433	547	1053	1056
SPOP	902	986	814	1145	998	1392
SPOPL	303	293	350	428	309	620
SPOUT1	1297	1330	1187	1534	1306	1987
SPP1	1025	670	1565	1033	2160	2629
SPP2	0	0	0	0	0	0
SPPL2A	670	790	766	998	853	1330
SPPL2B	4631	3438	3259	4063	4530	6370
SPPL2C	0	0	0	0	0	0
SPPL3	831	869	743	892	922	1319
SPR	321	388	332	431	372	478
SPRED1	263	230	277	300	286	455
SPRED2	449	479	397	572	531	694
SPRED3	14	25	9	18	24	27
SPRN	12	5	11	15	11	24
SPRR1A	0	0	0	0	0	0
SPRR1B	0	0	0	0	0	0
SPRR2A	0	0	0	0	0	0
SPRR2B	0	0	0	0	0	0
SPRR2D	0	0	0	0	0	0
SPRR2E	0	0	0	0	0	0
SPRR2F	0	0	0	0	0	0
SPRR2G	0	0	0	0	0	0
SPRR3	0	0	0	0	0	0
SPRR4	0	0	0	0	0	0
SPRTN	254	214	272	377	306	556
SPRY1	10	10	1	24	8	28
SPRY2	926	930	890	1179	973	1647
SPRY3	29	33	30	41	28	58
SPRY4	103	123	104	156	151	170
SPRYD3	478	455	494	555	496	812
SPRYD4	247	228	267	369	315	421
SPRYD7	344	416	390	575	404	746
SPSB1	25	33	70	65	78	127
SPSB2	143	118	104	130	135	166
SPSB3	1043	1071	808	1033	1025	1295
SPSB4	0	0	0	0	0	0
SPTA1	0	0	1	0	0	1
SPTAN1	2069	1849	1892	2121	2186	3264
SPTB	39	37	20	26	44	34
SPTBN1	1028	1145	1013	1191	1280	1759
SPTBN2	14	12	8	11	16	18
SPTBN4	0	2	8	0	3	4
SPTBN5	0	0	4	4	1	4
SPTLC1	616	605	584	781	681	1213
SPTLC2	667	761	568	772	799	1161
SPTLC3	1	2	1	1	1	7
SPTSSA	581	641	555	828	650	988
SPTSSB	0	0	0	0	0	0
SPTY2D1	360	414	418	566	433	751
SPTY2D1-AS1	20	10	11	23	16	34
SPX	0	0	0	0	0	5
SPZ1	0	0	0	0	0	0
SQLE	312	430	404	631	334	864
SQRDL	354	397	433	517	429	837
SQSTM1	3583	3604	4939	4781	4490	6998
SRA1	1046	864	956	1121	943	1759
SRBD1	213	277	234	358	244	415
SRC	346	342	562	526	489	783
SRCAP	82	69	61	63	90	120
SRCIN1	33	24	25	20	37	55
SRD5A1	207	208	212	221	286	392
SRD5A2	2	0	1	1	3	1
SRD5A3	407	420	491	570	446	729
SREBF1	5307	5038	2708	4439	5313	6099
SREBF2	4410	4352	3424	4545	5025	6328
SREK1	3741	3321	3175	4451	4696	6588
SREK1IP1	1371	1336	1004	1355	1935	1766
SRF	1354	1321	1334	1558	1580	2334
SRFBP1	176	209	203	277	157	391
SRGAP1	0	2	4	2	0	10
SRGAP2	1927	1812	1558	1796	2226	2913
SRGAP2B	267	209	188	238	268	486
SRGAP2C	366	250	261	326	446	510
SRGAP3	34	32	36	37	33	63
SRGN	19324	20226	21715	26849	23344	37324
SRI	365	445	359	606	371	733
SRL	13	8	10	14	10	12
SRM	2633	2676	2823	3625	2548	4818
SRMS	0	0	0	0	0	0
SRP14	3646	4101	3428	4708	3594	5462
SRP19	123	106	70	134	129	184
SRP54	689	719	624	848	740	1025
SRP68	1468	1574	1391	1988	1606	2521
SRP72	2790	3238	2922	4173	3334	5621
SRP9	4111	4310	3721	5198	4863	6572
SRPK1	1940	2049	1862	2794	2057	3772
SRPK2	554	517	542	712	637	1073
SRPK3	456	645	380	618	544	638
SRPRA	2588	2790	2833	3883	2736	5023
SRPRB	1539	1665	1508	2086	1783	2695
SRPX	0	0	0	2	0	0
SRPX2	1	3	0	0	2	0
SRR	85	128	87	136	127	154
SRRD	524	490	572	660	508	995
SRRM1	2272	2126	2278	2698	2859	4309
SRRM2	18829	14717	14729	17102	21956	30113
SRRM3	2	3	2	1	9	3
SRRM4	0	0	2	0	0	0
SRRM5	37	27	22	23	24	71
SRRT	5436	5486	5072	5834	6293	8340
SRSF1	4424	4910	4563	6418	4619	7723
SRSF10	2964	3012	2606	3653	3261	5132
SRSF11	7478	6902	5645	7988	8087	11523
SRSF12	0	1	1	0	0	0
SRSF2	9158	9067	8417	10951	9107	13875
SRSF3	9156	9860	8491	11064	10453	13813
SRSF4	2470	2441	2059	2665	2953	4070
SRSF5	2855	3101	2324	3595	2476	4129
SRSF6	4681	4848	4377	5743	5381	8203
SRSF7	3965	3993	3443	5169	3696	6658
SRSF8	286	264	290	341	317	485
SRSF9	5062	5032	4967	5729	5829	7798
SRXN1	0	2	5	1	7	1
SRY	0	0	0	0	0	0
SS18	1142	1079	1019	1393	1230	1811
SS18L1	549	448	427	617	603	976
SS18L2	432	476	330	654	360	694
SSB	3952	4168	3942	5220	4563	7149
SSBP1	1477	1698	1435	2245	1544	2411
SSBP2	165	176	131	210	172	218
SSBP3	827	871	689	964	854	1269
SSBP4	9862	9645	8358	9187	10051	12856
SSC4D	30	24	32	45	45	64
SSC5D	17	19	25	13	19	36
SSFA2	1475	1285	1213	1575	1687	2406
SSH1	830	841	786	916	1053	1523
SSH2	660	675	496	799	790	1125
SSH3	1809	1644	1305	1600	1691	2475
SSMEM1	0	0	0	0	0	0
SSNA1	1114	1090	1072	1231	998	1510
SSPN	0	0	0	0	0	0
SSPO	53	28	38	38	55	89
SSR1	3012	3362	3256	4371	3773	6045
SSR2	4004	4490	3738	5556	4238	6651
SSR3	2858	2940	2978	3753	3469	5396
SSR4	3355	3372	3179	4061	3545	5048
SSRP1	5781	6356	5783	6807	6994	9616
SSSCA1	352	404	341	515	329	614
SST	0	0	0	0	0	0
SSTR1	0	0	0	0	0	0
SSTR2	1	0	0	0	0	0
SSTR3	3	0	0	2	7	1
SSTR4	0	0	0	0	0	0
SSTR5	0	0	0	0	0	0
SSU72	2803	2790	2545	3118	3042	4276
SSU72P2	0	0	0	0	0	0
SSU72P3	0	0	0	0	0	0
SSU72P4	0	0	0	0	0	0
SSU72P5	0	0	0	0	0	0
SSU72P7	0	0	0	0	0	0
SSU72P8	0	0	0	0	0	0
SSUH2	1	0	1	3	2	3
SSX1	0	0	0	0	0	0
SSX2	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0
SSX2IP	349	391	341	493	341	699
SSX3	0	0	0	0	0	0
SSX4	0	0	0	0	0	0
SSX4B	0	0	0	0	0	0
SSX5	0	0	0	0	0	0
SSX7	0	0	0	0	0	0
ST13	5404	5881	5515	6980	6741	9882
ST14	748	743	970	1150	872	1530
ST18	333	196	331	305	551	571
ST20	63	36	35	42	66	94
ST20-MTHFS	1	2	2	4	3	7
ST3GAL1	767	771	646	919	957	1465
ST3GAL2	963	877	955	973	1157	1446
ST3GAL3	352	287	265	356	312	413
ST3GAL4	1316	1180	975	1408	1223	1594
ST3GAL5	466	358	385	522	514	781
ST3GAL6	326	303	314	350	419	736
ST5	66	88	59	85	144	140
ST6GAL1	580	679	795	1097	798	1650
ST6GAL2	0	0	0	0	0	0
ST6GALNAC1	2	0	1	0	0	1
ST6GALNAC2	2	2	0	5	2	2
ST6GALNAC3	0	1	1	0	0	0
ST6GALNAC4	150	106	159	175	120	276
ST6GALNAC5	0	1	0	0	0	0
ST6GALNAC6	281	276	357	392	348	617
ST7	355	424	404	516	490	659
ST7L	216	232	204	270	278	356
ST8SIA1	0	0	0	0	0	0
ST8SIA2	0	0	0	0	0	0
ST8SIA3	0	0	0	0	0	0
ST8SIA4	651	735	643	850	727	1139
ST8SIA5	26	19	23	31	29	54
ST8SIA6	8	5	1	3	0	12
STAB1	70	74	64	61	91	84
STAB2	0	2	0	1	0	0
STAC	0	0	0	0	0	0
STAC2	0	0	0	0	0	0
STAC3	2063	1899	1404	1817	1838	2548
STAG1	560	637	481	668	602	862
STAG2	1850	2252	1827	2441	2279	3397
STAG3	76	43	40	61	80	138
STAM	229	217	234	305	209	372
STAM2	420	387	402	507	407	670
STAMBP	680	741	538	802	707	1028
STAMBPL1	42	35	43	88	48	94
STAP1	7	8	1	4	7	14
STAP2	2	4	3	6	10	7
STAR	792	831	684	1108	790	1350
STARD10	41	35	32	34	45	52
STARD13	389	377	527	486	519	838
STARD3	1356	1220	1170	1410	1398	2067
STARD3NL	410	419	395	641	453	682
STARD4	468	477	330	579	509	828
STARD5	23	32	39	36	40	62
STARD6	1	0	0	0	2	7
STARD7	3873	4093	4443	5248	4721	7685
STARD8	482	500	466	644	503	904
STARD9	414	287	301	389	471	596
STAT1	1618	1677	1712	2275	1842	3247
STAT2	2617	2020	1975	2540	3199	4219
STAT3	1209	1288	1253	1556	1279	2175
STAT4	19	15	17	20	15	35
STAT5A	681	709	749	917	791	1390
STAT5B	1113	958	963	1345	1274	1787
STAT6	7613	6278	6312	7908	8874	12816
STATH	0	0	0	0	0	0
STAU1	1044	1009	1011	1206	1166	1714
STAU2	1205	1427	1203	1704	1376	2106
STBD1	4	6	17	7	12	17
STC1	0	1	0	0	0	0
STC2	139	106	241	426	136	492
STEAP1	0	0	0	0	0	0
STEAP1B	0	0	0	0	0	0
STEAP2	0	0	0	0	0	0
STEAP3	604	604	768	820	801	1581
STEAP4	0	0	0	0	0	0
STH	0	0	0	0	0	0
STIL	437	430	386	572	400	660
STIM1	557	557	522	695	627	906
STIM2	275	251	253	346	270	432
STIP1	3948	4144	4303	4917	4473	7144
STK10	5085	5277	4616	5384	6276	7988
STK11	3922	3715	3621	3897	4331	5864
STK11IP	1451	1265	1203	1586	1500	2122
STK16	648	590	518	736	655	844
STK17A	129	168	262	259	166	346
STK17B	633	716	662	1000	851	1309
STK19	610	454	392	442	463	738
STK24	1990	2473	1933	2899	2320	3664
STK25	2488	2371	2084	2775	2502	4021
STK26	876	957	813	1321	991	1643
STK3	325	292	273	349	312	477
STK31	0	0	0	0	0	0
STK32A	0	0	0	0	0	0
STK32B	0	0	0	0	0	0
STK32C	836	773	982	930	915	1326
STK33	27	16	10	21	22	38
STK35	542	495	519	653	535	908
STK36	411	257	286	362	381	666
STK38	1464	1239	1068	1465	1554	2282
STK38L	407	439	386	513	418	656
STK39	151	151	187	222	160	354
STK4	1462	1517	1422	1773	1810	2531
STK40	984	1008	1077	1156	1014	1540
STKLD1	5	5	6	8	7	4
STMN1	5088	5595	3707	5294	5362	6619
STMN2	0	0	0	0	0	0
STMN3	154	193	135	206	150	225
STMN4	0	0	1	0	0	0
STMND1	0	0	0	0	0	0
STN1	318	279	231	344	284	392
STOM	1454	1716	1507	2234	1549	2607
STOML1	139	123	112	151	129	197
STOML2	1364	1457	1478	2031	1411	2536
STOML3	0	0	0	0	0	0
STON1	22	24	11	21	9	27
STON1-GTF2A1L	0	0	0	0	0	0
STON2	14	13	4	10	16	8
STOX1	17	32	18	39	20	34
STOX2	190	157	234	259	279	477
STPG1	64	71	67	93	44	99
STPG2	0	0	1	2	0	0
STPG3	0	1	0	0	0	0
STRA6	0	0	0	3	0	0
STRA8	6	0	0	0	2	2
STRADA	242	134	161	137	251	256
STRADB	241	365	271	415	333	498
STRAP	2143	2412	2275	3100	2417	3964
STRBP	891	979	817	1193	821	1549
STRC	1	8	6	6	5	4
STRIP1	766	762	753	984	936	1413
STRIP2	549	425	338	552	607	792
STRN	485	559	463	728	544	993
STRN3	265	272	237	300	364	468
STRN4	1473	1395	1341	1731	1327	2426
STS	73	85	88	91	68	121
STT3A	1947	2247	2090	2841	2261	3569
STT3B	2430	2556	2498	3412	2895	4509
STUB1	1865	1746	1791	1998	1958	3049
STUM	1	0	0	0	0	0
STX10	1474	1398	1065	1559	1372	1896
STX11	180	184	209	222	164	405
STX12	567	480	464	610	660	958
STX16	1681	1289	1257	1733	1723	2623
STX16-NPEPL1	51	47	42	37	71	103
STX17	103	106	88	143	123	202
STX18	587	531	594	742	677	1178
STX19	0	2	1	0	2	0
STX1A	268	217	217	249	270	280
STX1B	27	9	12	24	14	25
STX2	391	293	286	439	385	548
STX3	568	563	539	736	687	1116
STX4	947	858	905	1006	1132	1597
STX5	621	733	565	685	649	883
STX6	843	861	915	1123	1063	1635
STX7	818	800	773	1066	907	1429
STX8	320	329	252	384	332	522
STXBP1	65	31	82	72	111	158
STXBP2	2529	2153	2268	2454	2760	3981
STXBP3	798	819	734	940	958	1281
STXBP4	99	88	94	118	123	137
STXBP5	485	543	514	715	602	937
STXBP5L	141	136	111	214	176	250
STXBP6	0	0	2	0	0	2
STYK1	19	13	10	17	32	6
STYX	338	401	420	540	432	652
STYXL1	225	299	223	304	300	365
SUB1	6492	7060	5817	8139	6754	9760
SUCLA2	882	992	943	1322	1008	1658
SUCLG1	989	1196	1038	1543	1043	1868
SUCLG2	784	849	804	1409	842	1491
SUCNR1	342	394	368	408	389	632
SUCO	595	449	503	654	669	950
SUDS3	1212	1401	1226	1502	1637	2262
SUFU	380	464	403	599	456	775
SUGCT	6	4	7	18	7	13
SUGP1	1079	945	968	1139	1298	1783
SUGP2	6344	5565	4775	6283	6906	9636
SUGT1	1676	1886	1635	2044	1993	2921
SULF1	0	0	0	0	0	0
SULF2	27	8	9	11	5	15
SULT1A1	14	19	10	23	14	21
SULT1A2	0	0	0	0	0	0
SULT1A3	26	19	24	16	35	36
SULT1A4	21	11	8	9	20	37
SULT1B1	0	0	0	0	0	0
SULT1C2	4	1	9	7	2	23
SULT1C3	0	0	0	0	0	0
SULT1C4	0	0	0	0	0	0
SULT1E1	0	0	0	0	0	0
SULT2A1	0	0	0	0	0	0
SULT2B1	3	0	3	3	2	3
SULT4A1	0	0	0	0	0	0
SULT6B1	0	0	0	0	0	0
SUMF1	214	271	287	365	265	473
SUMF2	2163	1995	2068	2517	2764	3760
SUMO1	1862	1944	1703	2079	2175	2834
SUMO2	2232	2546	1939	3093	2526	3829
SUMO3	2761	2968	2708	3486	3000	4275
SUMO4	2	3	2	0	0	0
SUN1	1184	1037	886	1413	1224	1995
SUN2	2593	2899	2517	3049	3172	4503
SUN3	0	0	0	0	1	0
SUN5	0	0	0	0	0	0
SUOX	267	260	207	325	338	407
SUPT16H	2774	2875	2429	3285	3281	4550
SUPT20H	1539	1439	1219	1722	1543	2264
SUPT3H	101	114	71	135	96	158
SUPT4H1	1175	1191	1182	1490	1245	1808
SUPT5H	3696	3632	3558	4182	4116	6280
SUPT6H	2870	2534	2384	2786	3324	4671
SUPT7L	1379	1251	1064	1549	1285	2060
SUPV3L1	1213	1359	1350	1823	1380	2344
SURF1	548	516	437	594	535	751
SURF2	232	213	231	312	239	380
SURF4	4029	4392	4190	5145	4700	6336
SURF6	2219	1982	2079	2561	2286	3724
SUSD1	65	76	81	108	75	141
SUSD2	2	0	0	2	2	0
SUSD3	456	511	393	539	511	645
SUSD4	0	0	0	0	0	0
SUSD5	0	0	0	0	0	0
SUSD6	309	247	363	354	368	657
SUV39H1	566	661	575	729	716	1041
SUV39H2	353	408	300	497	407	688
SUZ12	1916	2087	1800	2575	2209	3601
SV2A	3	1	4	4	6	0
SV2B	2	5	0	3	1	2
SV2C	1	2	4	3	2	5
SVBP	212	261	185	294	166	326
SVEP1	0	0	1	0	0	0
SVIL	242	233	217	274	323	391
SVIP	0	0	0	0	0	0
SVOP	0	0	0	0	0	0
SVOPL	0	0	0	0	0	0
SWAP70	714	869	841	974	746	1278
SWI5	118	153	80	135	108	162
SWSAP1	108	148	94	141	102	205
SWT1	114	148	142	174	162	230
SYAP1	613	572	616	810	730	1224
SYBU	0	0	0	0	0	0
SYCE1	0	0	0	0	0	0
SYCE1L	12	21	11	23	20	28
SYCE2	51	45	34	54	58	50
SYCE3	1	0	2	1	0	1
SYCN	0	0	0	0	0	0
SYCP1	0	0	0	0	0	0
SYCP2	70	31	19	24	83	60
SYCP2L	555	421	410	577	622	958
SYCP3	10	7	10	9	7	12
SYDE1	0	0	0	0	0	0
SYDE2	79	101	102	138	107	211
SYF2	1550	1665	1386	1745	1699	2316
SYK	1619	1803	1924	2186	2008	3193
SYMPK	3671	3101	3150	3562	4109	5676
SYN1	4	1	2	3	1	1
SYN2	1	0	5	1	1	1
SYN3	0	0	0	0	0	0
SYNC	1	6	3	5	3	8
SYNCRIP	6376	7100	6269	8646	6935	11492
SYNDIG1	0	0	0	0	0	0
SYNDIG1L	0	0	0	0	0	0
SYNE1	14	5	10	5	8	10
SYNE2	3	3	2	1	0	7
SYNE3	1816	1682	1263	1695	2041	2428
SYNE4	4	4	0	2	3	2
SYNGAP1	260	167	193	217	261	374
SYNGR1	505	507	391	529	584	644
SYNGR2	1131	1271	1200	1583	1231	2078
SYNGR3	0	0	0	0	0	0
SYNGR4	2	0	2	0	1	0
SYNJ1	319	261	223	300	341	414
SYNJ2	286	357	325	424	353	491
SYNJ2BP	115	100	94	118	127	244
SYNJ2BP-COX16	0	0	0	0	0	0
SYNM	0	2	0	0	0	0
SYNPO	36	28	33	46	69	73
SYNPO2	799	975	650	1043	942	1395
SYNPO2L	45	58	51	54	55	62
SYNPR	0	0	0	0	0	0
SYNRG	577	638	560	732	691	1075
SYP	24	21	14	26	28	35
SYPL1	885	1003	821	1227	947	1389
SYPL2	0	0	1	0	0	0
SYS1	278	278	256	303	344	430
SYS1-DBNDD2	0	0	0	0	0	2
SYT1	0	0	0	0	0	0
SYT10	0	0	0	0	0	0
SYT11	35	42	57	58	62	92
SYT12	0	0	0	0	0	0
SYT13	0	0	0	0	0	0
SYT14	0	0	0	0	0	0
SYT15	0	0	0	0	0	0
SYT16	0	0	0	0	2	0
SYT17	20	11	5	19	15	10
SYT2	3	0	0	0	0	0
SYT3	107	87	71	109	133	204
SYT4	0	0	0	0	4	0
SYT5	0	0	0	0	0	0
SYT6	0	0	1	0	0	0
SYT7	0	1	1	0	0	8
SYT8	0	0	0	0	0	0
SYT9	0	0	0	0	0	0
SYTL1	2094	2059	1733	2530	2013	3146
SYTL2	0	0	6	5	7	6
SYTL3	127	144	108	170	146	290
SYTL4	3	0	0	1	0	0
SYTL5	0	0	0	0	0	0
SYVN1	1045	1019	903	1155	1155	1749
SZRD1	2105	2376	2175	2625	2553	3497
SZT2	1228	1032	1086	1195	1611	2022
T	0	0	0	0	0	0
TAAR1	0	0	0	0	0	0
TAAR2	0	0	0	0	0	0
TAAR5	0	0	0	0	0	0
TAAR6	0	0	0	0	0	0
TAAR8	0	0	0	0	0	0
TAAR9	0	0	0	0	0	0
TAB1	839	822	718	914	946	1150
TAB2	1086	1156	1141	1425	1360	2294
TAB3	341	344	308	416	347	695
TAC1	0	0	0	0	0	0
TAC3	2	0	0	0	1	5
TAC4	0	0	0	0	0	0
TACC1	1315	1320	1282	1574	1540	2481
TACC2	515	496	622	686	590	1040
TACC3	3958	3930	3134	3937	4043	5419
TACO1	633	636	635	759	626	1001
TACR1	0	0	0	0	0	0
TACR2	0	0	0	0	0	0
TACR3	0	0	0	0	0	0
TACSTD2	0	0	0	0	0	0
TADA1	489	556	425	635	510	803
TADA2A	501	552	499	593	563	844
TADA2B	445	470	415	530	532	795
TADA3	722	725	560	854	650	979
TAF1	1172	1071	1164	1356	1549	2221
TAF10	1593	1581	1474	1876	1432	2307
TAF11	1093	1121	947	1293	1039	1716
TAF12	592	613	558	743	640	894
TAF13	324	245	271	327	324	516
TAF15	2538	2342	2112	2686	2670	3555
TAF1A	125	158	137	223	153	252
TAF1B	346	383	396	546	315	571
TAF1C	2881	2348	2107	2849	2740	4120
TAF1D	4009	4075	3156	5217	4193	6789
TAF1L	0	0	0	0	4	0
TAF2	1376	1304	1308	1627	1473	2315
TAF3	538	486	539	609	641	892
TAF4	946	1053	941	1105	1196	1739
TAF4B	311	452	362	561	470	751
TAF5	467	545	410	620	542	769
TAF5L	962	976	1010	1219	1107	1686
TAF6	1031	938	815	992	1038	1342
TAF6L	658	625	601	640	618	981
TAF7	3271	3631	3295	4195	3535	5552
TAF7L	5	1	2	3	11	6
TAF8	785	704	739	767	973	1089
TAF9	1188	1350	1191	1707	1352	2027
TAF9B	168	179	179	245	217	316
TAGAP	322	343	361	499	386	660
TAGLN	261	199	189	210	248	337
TAGLN2	10347	11418	10438	13834	10972	16075
TAGLN3	0	0	1	0	0	0
TAL1	0	0	0	0	0	0
TAL2	9	4	1	3	4	9
TALDO1	5311	5632	5340	5836	6324	8302
TAMM41	264	264	267	322	284	419
TANC1	15	31	18	16	26	30
TANC2	102	79	131	164	131	259
TANGO2	416	331	368	427	410	717
TANGO6	413	416	395	494	357	649
TANK	377	430	373	447	433	686
TAOK1	856	857	854	1115	960	1657
TAOK2	1798	1550	1517	1651	1995	2773
TAOK3	2988	3213	2866	3689	3758	5231
TAP1	862	858	893	1156	1008	1692
TAP2	189	186	221	310	233	481
TAPBP	3393	2988	2946	3393	4277	5333
TAPBPL	186	155	158	201	152	228
TAPT1	568	586	489	617	587	973
TARBP1	6436	4748	4266	6575	6294	10367
TARBP2	1024	975	861	1221	1022	1481
TARDBP	2355	2437	1975	2596	2555	3546
TARM1	0	0	0	0	0	0
TARS	4519	5119	4933	6417	5224	8626
TARS2	1143	1167	986	1384	1074	1651
TARSL2	46	67	93	97	76	120
TAS1R1	0	0	0	0	0	0
TAS1R2	0	0	0	0	0	0
TAS1R3	4	13	11	10	10	4
TAS2R1	0	0	0	0	0	0
TAS2R10	0	1	1	5	0	4
TAS2R13	0	0	0	0	2	0
TAS2R14	23	28	14	27	17	31
TAS2R16	0	0	0	0	0	0
TAS2R19	1	1	2	2	0	14
TAS2R20	20	15	21	34	36	41
TAS2R3	0	0	0	2	0	0
TAS2R30	0	0	0	0	0	0
TAS2R31	0	0	0	0	0	0
TAS2R38	0	0	0	0	0	0
TAS2R39	0	0	0	0	0	0
TAS2R4	20	19	9	27	25	21
TAS2R40	0	0	0	0	0	0
TAS2R41	0	0	0	0	0	0
TAS2R42	0	0	0	0	0	0
TAS2R43	0	0	0	3	1	6
TAS2R46	0	0	0	0	0	0
TAS2R5	19	8	17	18	18	18
TAS2R50	0	0	0	3	1	5
TAS2R60	1	1	0	0	0	9
TAS2R7	0	0	0	0	0	0
TAS2R8	0	0	0	0	0	0
TAS2R9	0	0	0	0	0	0
TASP1	291	251	193	323	288	430
TAT	0	0	0	0	0	0
TATDN1	563	704	602	931	700	1006
TATDN2	425	380	357	495	544	639
TATDN3	517	489	433	670	605	854
TAX1BP1	3706	4080	3853	5164	4302	7097
TAX1BP3	1	3	2	1	3	1
TAZ	1492	1310	1207	1618	1415	2286
TBATA	0	0	0	0	0	0
TBC1D1	2241	2209	2132	2617	2559	3857
TBC1D10A	47	53	28	19	43	58
TBC1D10B	1644	1533	1489	1649	1882	2758
TBC1D10C	325	311	165	247	246	327
TBC1D12	453	463	478	543	503	877
TBC1D13	966	898	875	1117	950	1500
TBC1D14	1893	1969	1952	2414	2312	3466
TBC1D15	1094	1110	884	1322	1254	1744
TBC1D16	251	290	292	358	250	485
TBC1D17	514	528	484	594	659	857
